oreb	'ɑ.ɹɛ
engs	'ɛŋ
earthless	'əːθ.lʌ
attuneable	æt.'jʉː.nʌ.bʌ
vaulty	'vɑl.ti
eme's	ɪ.'mɛ
hornlight	'hɔːn.laɪ
hoarlight	'hɔː.laɪ
overbend	`əʊ.vʌ.'bɛn
eaturing	'i.tʃʌ.ɹɪŋ
aswarm	æ.'swɔː
throughther	'θɹʉː.ðʌ
pashed	'pæʃ
eite	'aɪ
disremembering	`dɪs.ɹɪ.'mɛm.bʌ.ɹɪŋ
esmembering	ɛ.'smɛm.bʌ.ɹɪŋ
eur	'jʊə
wh	`dʌ.bʌl.`jʉː.'eɪtʃ
dragonish	'dɹæ.ɡʌ.nɪʃ
ened	'ɛn
sk	`ɛ.'skeɪ
eined	'aɪn
var	'vɑ
eety	'i.ti
tw	`ti.'dʌ.bʌl.`jʉː
spools	'spʉːl
ese	'i
erld	'əːl
selfwrung	'sɛl.fɹʌŋ
selfstrung	'sɛlf.stɹʌŋ
shelterless	'ʃɛl.tʌ.lʌ
eughts	'jʉːt
enst	'ɛns
rollrock	'ɹəʊl.ɹɑ
highroad	'haɪ.ɹəʊ
windpuff	'wɪnd.pʌ
eawn	'iw
fr	`ɛ.'fɑ
eth	'ɛθ
twindles	'twɪn.dʌl
pitchblack	'pɪtʃ.blæ
ewning	'jʉː.nɪŋ
degged	dɪ.'ɡɛ
braes	'bɹi
heathpacks	'hiθ.pæk
flitches	'flɪ.tʃɪ
beadbonny	'bid.bʌ.`ni
dragonflies	'dɹæ.ɡʌn.`flaɪ
ew	'jʉː
fl	`ɛ.'fɛ
eme	ɪ.'mɛ
eeps	'ip
chr	`si.`eɪ.'tʃɑ
louch	'laʊtʃ
selfbent	'sɛlf.bʌn
eny	ɛ.'naɪ
ece	'ɛ
ewn	'jʉː
singeing	'sɪn.dʒɪŋ
tingeing	'tɪn.dʒɪŋ
tenderest	'tɛn.dʌ.ɹʌs
lastingness	'lɑ.stɪŋ.nʌ
lovelocks	'lʌv.lɑk
gaygear	'ɡeɪ.ɡeɪ.ʌ.ʌ
girlgrace	'ɡəːl.ɡɹeɪ
eghs	'ɛɡ
lighthanded	'laɪt.hæn.dɪ
heavyheaded	'hɛ.vi.`hɛ.dɪ
hundredfold	'hʌn.dɹɪd.`fəʊl
fagged	'fæɡ
fashed	'fæʃ
cogged	'kɑɡ
cumbered	'kʌm.bʌ
erfeit	'əː.fɪ
girdles	'ɡəː.dʌl
fleeciest	'fli.sɪ.ʌs
frailest	'fɹeɪ.lʌs
flixed	'flɪks
goddess's	'ɡɑ.dɛ.sɪ
almoner	'ɑl.mʌ.nʌ
50	'fɪf.ti
deathdance	'dɛθ.dʌn
nazareths	'næ.zæ.ɹʌθ
60	'sɪk.sti
bethlems	'bɛθ.lʌm
bethlem	'bɛθ.lʌ
70	'sɛ.vʌn.`ti
azur	'æ.zəː
skywards	'skaɪ.wʌd
fingergaps	'fɪŋ.ɡʌ.`ɡæp
80	'eɪ.ti
90	'naɪn.ti
slake	'sleɪ
100	'wɑn.'hʌn.dɹʌ
vasty	'vɑ.sti
daystar	'deɪ.stɑ
110	'wɑn.'hʌn.dɹʌ.dʌn.'tɛ
scarless	'skɑ.lʌ
120	'wɑn.'hʌn.dɹʌ.dʌn.'twɛn.ti
isled	'ɪ.sʌl
danc	'dɑn
tars	'tɑ
makesbelieve	'meɪks.bɪ.`li
feigns	'feɪn
dears	'deɪ.ʌ.ʌ
bides	'baɪd
eeing	'i.ɪŋ
somewh	'sʌm
untwist	ʌn.'twɪs
lionlimb	'laɪ.ʌn.lɪ
bruis	'bɹʉː.i
eot	'i.ɑ
forepangs	'fɔː.pæŋ
ering	'əː.ɹɪŋ
fathomed	'fæ.ðʌm
garlanded	'ɡɑ.lʌn.dɪ
fallowbootfellow	'fæ.ləʊ.`bʉːt.fɪ.`ləʊ
rockfire	'ɹɑk.faɪ.ʌ
homeforth	'həʊm.fɔːθ
navvy	'næ.vi
seldomer	'sɛl.dʌ.mʌ
heartsore	'hɑt.sɔː
prickproof	'pɹɪk.pɹʉː
lacklevel	'læ.klɛ.vʌ
mammocks	'mæ.mʌk
mainstrength	'meɪn.stɹɛŋθ
undenizened	`ʌn.'dɛ.nɪ.zʌn
hangdog	'hæŋ.dɑ
manwolf	'mæn.wʊəl
goldish	'ɡəʊl.dɪʃ
barrelled	'bæ.ɹʌl
limb's	'lɪm
barrowy	'bæ.ɹəʊ.i
onewhere	'wɑn.wəː
curded	'kəː.dɪ
beechbole	'bitʃ.bəʊ
crimsons	'kɹɪm.sʌn
crossbridle	'kɹɑs.bɹaɪ.dʌ
windlaced	'wɪnd.leɪs
lilylocks	'lɪ.lɪ.`lɑk
churlsgrace	'tʃəːls.ɡɹeɪ
amansstrength	'æ.mæn.`stɹɛŋθ
cragiron	'kɹæ.dʒaɪ.ʌ
furls	'fəːl
fountain's	'faʊn.tɪn
erd	'əː
selfyeast	'sɛl.fɪ.`is
distils	dɪ.'stɪl
thirst's	'θəːst
jackself	dʒæk.'sɛl
betweenpie	bɪ.'twin.paɪ
puffball	'pʌf.bɔː
roysterers	'ɹɔɪ.stʌ.ɹʌ
roughcast	'ɹʌf.kɑs
shivelights	'ʃɪ.vɪ.`laɪt
shadowtackle	'ʃæ.dəʊ.`tæ.kʌ
yestertempest's	'jɛ.stʌ.`tɛm.pʌst
parches	'pɑ.tʃɪ
stanches	'stɑn.tʃɪ
manmarks	'mæn.mɑk
treadmire	'tɹɛd.maɪ.ʌ
footfretted	'fʊət.fɹɪ.tɪ
bonniest	'bɑ.nɪ.ʌs
selv	'sɛl
firedint	'faɪ.ʌ.dɪn
indig	ɪn.'dɪ
manshape	'mæn.ʃeɪ
disseveral	dɪ.'sɛ.vʌ.ɹʌ
resur	ɹɪ.'səː
rection	'ɹɛk.ʃʌ
residuary	ɹɪ.'sɪd.jʉː.ʌ.`ɹi
potsherd	'pɑ.tʃəː
matchwood	'mætʃ.wʊə
steeled	'stil
majorca	mæ.'dʒɔː.kʌ
sots	'sɑt
fretty	'fɹɛ.ti
chervil	'tʃəː.vʌ
eunuch	'jʉː.nʌtʃ
blowpipe	'bləʊ.paɪ
ascrib	æ.'skɹɪ
ersonal	'əː.sɑ.nʌ
ewed	'jʉː
ellow	'ɛ.ləʊ
bl	`bi.'ɛ
estering	'ɛ.stʌ.ɹɪŋ
surfy	'səː.fɪ
enderneath	'ɛn.dʌ.`niθ
jaunting	'dʒɔːn.tɪŋ
tramplers	'tɹɑm.plʌ
bluebells	'blʉː.bɛl
veriest	'veɪ.ʌ.ɹɪ.ʌs
aftercast	'ɑf.tʌ.`kɑs
fleeted	'fli.tɪ
dissolv	dɪ.'sɑl
ringlet	'ɹɪŋ.ɡlʌ
seamark	'si.mɑ
wav	'wæ
foredrawn	'fɔː.dɹɔː
heavenward	'hɛ.vʌn.wʌ
ashboughs	'æʃ.baʊ
clammyish	'klæ.mɪ.ɪʃ
lashtender	'læʃ.tɛn.dʌ
tabour	'tæ.bʌ
smouldering	'sməʊl.dʌ.ɹɪŋ
mells	'mɛl
snowwhite	'snəʊ.waɪ
gropes	'ɡɹəʊp
darkles	'dɑ.kʌl
gainings	'ɡeɪ.nɪŋ
betweenwhiles	bɪ.'twin.waɪl
53	'fɪf.ti.'θɹi
winefred's	'waɪn.fɹʌd
sc	`ɛs.'si
caerwys	kəː.'waɪ
beuno	'bjʉː.nəʊ
panion	'pæ.neɪ.ʌ
dirvan	'dəː.væ
gwenvrewi	'ɡwɛnv.ɹʉː.`i
dearness	'deɪ.ʌ.ʌ.nʌ
teryth	'təː.ɹɪθ
caradoc's	'kæ.ɹæ.`dɑk
ereas	ɪ.'ɹeɪ.ʌ
makebelieve	'meɪk.bɪ.`li
vengeances	'vɛn.dʒʌn.sɪ
purpling	'pəː.plɪŋ
lionlike	'laɪ.ʌn.laɪ
wrathful	'ɹæθ.fʌ
caradoc	'kæ.ɹæ.`dɑ
despatches	dɪ.'spæ.tʃɪ
emfort	ɛm.'fɔː
fleec	'fli
selfdisposal	`sɛlf.dɪ.'spəʊ.zʌ
een	'i
rushy	'ɹʌ.ʃi
lipmusic	lɪp.'mjʉː.zɪ
fallers	'fɔː.lʌ
frothpits	'fɹɑθ.pɪt
waterfearers	'wɔː.tʌ.`feɪ.ʌ.ʌ.ɹʌ
dene	'di
uproll	'ʌ.pɹəʊ
downcarol	'daʊn.kʌ.`ɹɑ
wr	`dʌ.bʌl.`jʉː.'ɑ
etten	'ɛ.tʌ
elmy	'ɛl.mi
elgrims	'ɛl.ɡɹɪm
roseleaves	'ɹəʊz.liv
boons	'bʉːn
fame's	'feɪm
commonweal	'kɑ.mʌn.`weɪ.ʌ
egdalen	'ɛɡ.deɪ.lʌ
fineflower	'faɪn.flaʊ.ʌ
goldnails	'ɡəʊld.neɪl
gaylinks	'ɡeɪ.lɪŋk
timber'll	'tɪm.bʌ.ɹʌ
enking	'ɛŋ.kɪŋ
ell's	'ɛl
butt's	'bʌt
furl	'fəː
dogrose	'dɑ.ɡɹəʊ
swarthed	'swɔːθ
fall'n	'fɔːl
sheaved	'ʃiv
fleeces	'fli.sɪ
sidled	'saɪ.dʌl
dewdrops	'djʉː.dɹɑp
enlight	ɛn.'laɪ
woodlark	'wʊəd.lɑ
eetop	'i.tɑ
ery	ʌ.'ɹi
enk	'ɛŋ
aflash	æ.'flæʃ
rudred	'ɹʌ.dɹʌ
sunspurge	'sʌn.spəːdʒ
oxeye	'ɑk.saɪ
fumitory	'fjʉː.mɪ.tʌ.`ɹi
nest's	'nɛst
paradisa	'pæ.ɹʌ.`dɪ.sʌ
ecal	'ɛ.kʌ
lustreless	'lʌ.stʌ.lʌ
maenefa	'mi.nɛ.fʌ
fanged	'fæŋ
sented	'sɛn.tɪ
transcriber's	tɹæn.'skɹaɪ.bʌ
majestical	mæ.'dʒɛ.stɪ.kʌ
groundlong	'ɡɹaʊnd.lɑŋ
viol	'vaɪ.ʌ
masque	'mæs
comfort's	'kʌm.fʌt
woe's	'wəʊ
cheerless	'tʃeɪ.ʌ.ʌ.lʌ
heltering	'hɛl.tʌ.ɹɪŋ
leafwhelmed	'lif.wɛlm
bushybowered	'bʊə.ʃɪ.`baʊ.ʌ
candycoloured	'kæn.dɪ.`kʌ.lʌ
gluegold	'ɡlʉː.ɡəʊl
blowballs	'bləʊ.bɔːl
honeysuck	'hʌ.nɪ.`sʌ
dogeared	'dəʊ.dʒəː
hazels	'heɪ.zʌl
downdolphinry	'daʊn.dʌl.`fɪn.ɹi
bellbright	'bɛl.bɹaɪ
dling	'di.'lɪŋ
earthworld	'əː.θwəːl
airworld	'əː.wəːl
shadowiest	'ʃæ.dəʊ.ɪ.ʌs
scrolled	'skɹəʊl
wychelm	'wɪ.tʃɛl
hornbeam	'hɔːn.bi
overstood	`əʊ.vʌ.'stʊə
hawkmoth	'hɔːk.mɑθ
woolwoven	'wʊəl.wəʊ.vʌ
twiny	'twaɪ.ni
offwrings	'ɑ.fʊə.ɹɪŋ
chancequarri	'tʃɑn.sɪ.`kwɑ.ɹi
selfquain	'sɛlf.kweɪ
warbles	'wɔː.bʌl
quicksilvery	'kwɪk.sɪl.vʌ.ɹi
shiv	'ʃɪ
heavenfallen	'hɛ.vʌn.`fɔː.lʌ
brims	'bɹɪm
kindcold	'kaɪnd.kəʊl
froliclavish	'fɹɑ.lɪ.`klæ.vɪʃ
wronging	'ɹɑŋ.ɪŋ
gambolling	'ɡæm.bɑ.lɪŋ
allboundedparses	'ɔːl.'baʊn.dɪd.'pɑ.sɪ
boundedparses	'baʊn.dɪd.'pɑ.sɪ
def	'dɛ
ngram(l,n=3	'ɛn.'ɡɹæ.'mɛ.'lɛ.'ni.kwʌlz.'θɹi
gram.append(x	'ɡɹæm.'dɑ.tæ.'pɛn.'dɛk
len(gram)<n	'lɛn.'ɡɹæ.'mɛ
g=tuple(gram	'dʒi.'i.kwʌlz.'tʉː.pʌl.'ɡɹæ
grams.append(g	'ɡɹæmz.'dɑ.tæ.'pɛnd.'dʒi
gram.reverse	'ɡɹæm.'dɑ.tɹɪ.'vəː
gram.pop	'ɡɹæm.'dɑt.'pɑ
gramstempestuous	`ɡɹæm.stɪm.'pɛs.tʃʉː.ʌ
e/scan	'i.'slæʃ.'skæ
